,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,calibrator,dataset,seed,design,classifier
0,0.03574,0.028860000000000004,0.031834999999999995,0.025500000000000005,0.024103333333333338,0.02499999999999999,0.024542499999999995,0.026006666666666654,0.026336000000000002,0.024300000000000002,0.023580000000000004,0.022695384615384617,0.022755714285714296,0.02328000000000001,0.023797500000000003,base,churn,100,0,rf
1,0.04942868491353038,0.040702355133486065,0.044905494981099546,0.039705727877830575,0.03814734829816842,0.038368405842411524,0.03736860084263424,0.038167664770554985,0.03853703900939047,0.03619440889611787,0.036160531129614655,0.035619261260710605,0.036517046058292375,0.03619797858842575,0.03619818436619796,platt_const,churn,100,0,rf
2,0.04026331714008326,0.03142163354875989,0.032274219184070745,0.02636841750951308,0.024169696720264814,0.02373670369176665,0.02244859027164577,0.024508611833167857,0.024853217969793975,0.024008439458999883,0.023513975998183032,0.02207165885159961,0.021967034656504333,0.021561105207202846,0.022859117690646278,platt_windowed,churn,100,0,rf
3,0.035524530190364334,0.025158840771346818,0.024033334629742973,0.023469227641578987,0.019693875593619674,0.022218571016297914,0.019658017768584023,0.021890702349969815,0.0216385337156567,0.021493129099504665,0.021795770998295487,0.019867100166522156,0.019713967677562654,0.01958742122767177,0.02097550858017475,platt_continuous,churn,100,0,rf
4,0.012354444333148149,0.014613421008268727,0.015412711539581604,0.008743448365763627,0.007729168758452238,0.006571461126284143,0.004865775235190638,0.005108203624956379,0.004804902159953993,0.004586646362477653,0.004062736230028611,0.00305292992296726,0.0028518217232242696,0.0039364184283093755,0.004623491787309602,platt_continuous_beat,churn,100,0,rf
5,0.005799999999999953,0.0158666666666667,0.01104999999999999,0.007559999999999981,0.006533333333333329,0.004085714285714287,0.003325000000000018,0.005088888888888869,0.004119999999999978,0.004890909090909061,0.006200000000000005,0.004999999999999966,0.005414285714285698,0.006293333333333319,0.006474999999999973,platt_continuous_calibeat,churn,100,0,rf
6,0.03444147455807247,0.027399912526196894,0.030147610747247207,0.024150565616480112,0.023315535036765988,0.024467457958996585,0.023972408629234415,0.02520733974601866,0.025638156532967138,0.025129941684354295,0.02430166750900718,0.023550513612874906,0.023334492273666775,0.023132593194127617,0.023523969384645137,protected,churn,100,0,rf
7,0.03297913570925206,0.02833111467219448,0.029348633136033676,0.017317637048439274,0.013128399407250135,0.012258501560671854,0.012099099977683487,0.012724038236012862,0.012381285892319757,0.007770311100689456,0.00775570024953707,0.009286753179465507,0.010427638105222027,0.009532990482552357,0.008188912135210061,va_protected,churn,100,0,rf
8,0.025450321453752686,0.02525007413882035,0.022033325012854262,0.012280054662102618,0.011821086881858416,0.010951899275874427,0.010149664357902842,0.010751614845488158,0.011217662391536053,0.008017191438084896,0.007938775223486362,0.0059695455911138945,0.006242168590322511,0.0058839719770927305,0.006087450060590505,protected_va,churn,100,0,rf
9,0.011838054531565452,0.014444991929805914,0.01487686362379869,0.008510545630811274,0.007649755556972147,0.006527426777865516,0.0048046695171723355,0.004927437063816157,0.0046396613245565,0.004523393262948029,0.004180939675466635,0.002896195781464565,0.0026792825798004887,0.0038413627348316717,0.004539907890438907,protected_beat,churn,100,0,rf
10,0.01558861823130074,0.017434365677220082,0.015873488456695506,0.010302983254020388,0.009236041772360083,0.00810535003201163,0.005913362014178629,0.00607438724116435,0.005694432663610655,0.004374335032659311,0.004032247696070735,0.0027761493056738798,0.0030777879651953254,0.0038661080793999784,0.004085660533703774,platt_va,churn,100,0,rf
0,0.03987000000000001,0.03151333333333334,0.03389999999999999,0.035056,0.034950000000000016,0.03291142857142858,0.032767500000000005,0.03269555555555554,0.03266600000000001,0.031772727272727265,0.03050666666666667,0.028315384615384607,0.028242857142857142,0.028690666666666677,0.028581250000000013,base,churn,101,0,rf
1,0.0425077289462653,0.037277669545659045,0.03394064194028093,0.03146787385286898,0.03149869615236597,0.03311097917182556,0.03260418114570146,0.033607343502731715,0.03301483505949813,0.03201298109676545,0.03052747466921284,0.02836694690959509,0.027520733200870996,0.0280384852150337,0.02741622260665012,platt_const,churn,101,0,rf
2,0.04287215148267187,0.0375961928274972,0.032957425988027846,0.028809324113599065,0.028881149138134304,0.02975832141460165,0.02938826239750486,0.03022697352829978,0.029794782881547018,0.029628399278856958,0.028318294533321665,0.02624831481244054,0.02547051537853462,0.025309291140659163,0.025241251161979925,platt_windowed,churn,101,0,rf
3,0.041484247304275516,0.03037933212887554,0.02486568426575237,0.02471825211103972,0.025585547729640647,0.026782906729167784,0.028928111296726962,0.030066468541667044,0.03022006273678174,0.030086112456954826,0.028637926441700358,0.02689474709713227,0.02704510756599446,0.02763757505835214,0.027354604001895034,platt_continuous,churn,101,0,rf
4,0.029204423253627737,0.017606829465934847,0.011765342478258688,0.012010992500338137,0.015310068729139934,0.01535712525439285,0.011554993230798958,0.012336481053812565,0.010921871882518072,0.010276115238968235,0.008432313288019426,0.007641780131481022,0.005817736793746744,0.006809220386353255,0.006207225255660152,platt_continuous_beat,churn,101,0,rf
