,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,calibrator,dataset,seed,design,classifier
0,0.10312344199241258,0.09444207885856039,0.09237475752158676,0.0907155231248598,0.08947679985089943,0.08809419395108861,0.08607102067555615,0.08634516301778915,0.08438421549106129,0.08515177516817724,0.08611233921941905,0.08658018578964766,0.08605676511709807,0.0883257301143319,0.08862164123057913,base,churn,100,0,rf
1,0.10305959638224538,0.09440757110466069,0.09199255645934981,0.09039156926735435,0.08898505493653541,0.08751578701307124,0.08527867187479868,0.08554189459391416,0.08364156173063847,0.0844518627712792,0.08549543281983381,0.08605504713457307,0.08559219427432911,0.08802072826869277,0.08838383337891857,platt_const,churn,100,0,rf
2,0.10194448387551122,0.09326469589812807,0.09133480270817722,0.09018715377013825,0.08907158059283639,0.08781079283650271,0.08587603673937785,0.08620160618838402,0.08435213113382631,0.08506972148800454,0.08596375102540005,0.08645557833063168,0.08590225291484879,0.0881794043094557,0.08847073586918597,platt_windowed,churn,100,0,rf
3,0.10166828635268078,0.09336007509973895,0.09205042781255438,0.09078306974762124,0.08947002885748925,0.08841487845252446,0.0862329027913122,0.08633717698149987,0.08432966015001825,0.08511506005544481,0.085879114402382,0.08632556147206724,0.08583190130400671,0.0882279565392117,0.08843767838037517,platt_continuous,churn,100,0,rf
4,0.10105531724133661,0.0930486970732308,0.09187679471428004,0.09040516056400318,0.08894015186043785,0.08771108680497863,0.08548248046767926,0.08566905811469812,0.08373402525614741,0.08441049771977746,0.08506222769700374,0.08555081247382021,0.08509034920052634,0.08753578864921262,0.08775830553614292,platt_continuous_beat,churn,100,0,rf
5,0.0975506954833105,0.09052186299586998,0.0895622193738021,0.08870048657570653,0.087706874781444,0.08686810416891866,0.08493636007221826,0.08514429882322425,0.0832701297530154,0.08398240241910836,0.08474190161648779,0.08492951341027075,0.08448410380653337,0.08672601886738389,0.08705188792317116,platt_continuous_calibeat,churn,100,0,rf
6,0.10281297493888643,0.0944846952986361,0.0921675715100034,0.09047629607814908,0.08924497700645288,0.08789370898535685,0.0858889737928224,0.08615754283843927,0.08418763826088112,0.08499545978896522,0.08590290700284836,0.08633864059988648,0.08582173522749166,0.08809576836294357,0.08841647890716299,protected,churn,100,0,rf
7,0.10281946660943689,0.09292896940889714,0.09176517514507546,0.08948654236040841,0.08817552389443324,0.08672042479116251,0.08459781363464125,0.08483654990663163,0.08285483533969715,0.08353640128940289,0.08441870098231907,0.08502045062270872,0.08441856767675114,0.08677482321824864,0.08710171930103075,va_protected,churn,100,0,rf
8,0.10260348649706544,0.09405140090313212,0.09196144457480461,0.09013270662215038,0.08880514696869826,0.08728149102858083,0.08507382079720108,0.08529729348231588,0.08347849030242792,0.08418674488482614,0.08508687069324221,0.08551879827387565,0.08503701985748523,0.08737137100268096,0.08778649486926841,protected_va,churn,100,0,rf
9,0.10123574836687865,0.09313978975286202,0.09193299552175901,0.09046449176707438,0.08899497013439735,0.08776235224953284,0.08552789361426189,0.08570577465796896,0.08376838569179225,0.08444529782794492,0.0850964993870533,0.08550505219559883,0.0850472247129137,0.08749639900145939,0.08772001077831823,protected_beat,churn,100,0,rf
10,0.1008021809019803,0.09276750430297083,0.09163617920500597,0.090388812605801,0.08892670848498874,0.08785586903265578,0.08565464169091444,0.08580825046715874,0.08386009028320666,0.08452136930916297,0.08515097565547135,0.08554979877951846,0.08508524441270877,0.08751031022510068,0.08773877477186559,platt_va,churn,100,0,rf
0,0.0953934492948905,0.09161981093816315,0.08818226788704976,0.08925162815779095,0.08770249649838045,0.09025477925758556,0.09063128194523029,0.09009174604905466,0.0914386700635855,0.09244518555402574,0.09302260075836519,0.09301645932360074,0.09348427540371157,0.09356926757625608,0.09144883606062998,base,churn,101,0,rf
1,0.09461736928435227,0.0908850291354073,0.08795587280536231,0.08914109796019606,0.08809700417783836,0.09052373684754925,0.09077151297049448,0.09044725481226197,0.09169407254881273,0.09282069399243101,0.0932092433414177,0.09322936813167287,0.09371065697544934,0.09391272041166596,0.09172474052392064,platt_const,churn,101,0,rf
2,0.09424744644406349,0.09070291385834171,0.08691689757205132,0.08821950000550176,0.08719837364366834,0.0895425913597827,0.0898752165828663,0.08946979586332779,0.09087545903226485,0.09214907491604159,0.09272688738463421,0.0927380797345414,0.09317333021089264,0.09319381019297342,0.09111164678557032,platt_windowed,churn,101,0,rf
3,0.09517330390217364,0.09047431973143862,0.08647652480175215,0.08765822199180913,0.08652790248383642,0.08934645505265336,0.08974541528101838,0.08921186985576803,0.09065758126988027,0.09179321074042723,0.09232217322359039,0.09237603028571385,0.0928125099320425,0.09298715739441761,0.09084592183690668,platt_continuous,churn,101,0,rf
4,0.09543721562786757,0.09028710452884987,0.0860052525737986,0.08702404103832209,0.08619057513762342,0.08883075301074353,0.08922577516426583,0.08870500696463353,0.08990396191253962,0.09101898008364448,0.09162028341093635,0.09175603325345894,0.09219287635147702,0.09236360759683518,0.09021403936716146,platt_continuous_beat,churn,101,0,rf
5,0.0938500677882793,0.09024189481796575,0.08618630475431263,0.08657856427102868,0.08527896914808474,0.08797271679754189,0.0887481551876987,0.08824102876706365,0.08943366492827379,0.0905533855039165,0.09113109498785059,0.09130358252797692,0.09176811437287162,0.09196181272926211,0.08982222580313655,platt_continuous_calibeat,churn,101,0,rf
6,0.0963054982806765,0.09214718502198298,0.08865841635342148,0.08966052138243016,0.08806650544081746,0.09041692038762199,0.09063141784998166,0.0901347289405765,0.09153136251197613,0.09254631718472815,0.09301237736580958,0.09301764119233882,0.09339799538278001,0.093450087110546,0.09130729331722037,protected,churn,101,0,rf
7,0.09457164710811619,0.09151871541407126,0.08781970431949458,0.08873956745368468,0.0876266067455575,0.08967446380722506,0.08968598760594687,0.08888170162122691,0.08989411292748647,0.0911814873323021,0.09179658222948545,0.09200740101086484,0.09247712891946305,0.09268660997219401,0.090503765734681,va_protected,churn,101,0,rf
8,0.0963508923200809,0.09196070913254643,0.08841117899773863,0.08923187579159934,0.08763620041353076,0.08977260917989874,0.08992527594289856,0.08951724608733955,0.09069304831406297,0.09161336743859723,0.09213298403415617,0.09225546065587524,0.09263289719526789,0.09267896684696937,0.09052429011033802,protected_va,churn,101,0,rf
9,0.09543603863892713,0.09007051383188903,0.08578521579360456,0.08701821318787001,0.08617159193588952,0.08876149012783321,0.08911925643982818,0.08861573772820963,0.08981634341849684,0.09094432244925299,0.09154975086177145,0.09169122512962913,0.09213269107328872,0.09230383863335986,0.09015926955848187,protected_beat,churn,101,0,rf
10,0.09531571706584231,0.090247645444136,0.0860221281347435,0.08676251983647365,0.08582704284525297,0.08871408081826172,0.08924725084169416,0.08870308235917153,0.08992092642409381,0.09105695826774922,0.09165600070579298,0.09181613905671952,0.09227706535641421,0.0924427475361137,0.09027810565670018,platt_va,churn,101,0,rf
0,0.10634062351641244,0.09371538429904785,0.09458071068134405,0.09288215844814904,0.09509003062254345,0.09679830114926473,0.09467180683424122,0.09039844373979171,0.09106984414607033,0.09063937265901979,0.09154301394483202,0.090450409565048,0.09108020944056755,0.09187548459790469,0.09253571586643944,base,churn,102,0,rf
1,0.10400317140812587,0.09245577332449727,0.09434683819026878,0.09290945931698745,0.09525246941370014,0.09697776565748141,0.09523054279154215,0.09084362633475189,0.09148506854401878,0.09105828971411574,0.09200697800663574,0.09086576474527587,0.09148439846030658,0.09224527057542053,0.09300618481145784,platt_const,churn,102,0,rf
2,0.10510146379797337,0.09290552815768395,0.09441954940886413,0.09274440372736201,0.09485068091758726,0.0968287840254941,0.09495025402355786,0.09067934573011042,0.09137939412367674,0.09098678909756801,0.09188085567145599,0.0906828127847454,0.09127478185646962,0.09204989702324758,0.09274432861448816,platt_windowed,churn,102,0,rf
3,0.10597286313920605,0.0938978979175319,0.09521551487272197,0.09307304092102837,0.09506652181546812,0.09676369571431392,0.09473329420222203,0.09030321702683386,0.0909329946284122,0.09063125860712241,0.09164816027100331,0.09037108052997037,0.09100486347127158,0.0918334901884963,0.09255513600760783,platt_continuous,churn,102,0,rf
4,0.10408914546089242,0.09264268180221932,0.09390261219517697,0.09160654984089645,0.0937477824481646,0.09545374767335361,0.09331796774260814,0.0888716912127147,0.08947431913240643,0.08924834098893267,0.09033493039039676,0.08917472424155079,0.08991257796571392,0.09085535686328998,0.09158370035540798,platt_continuous_beat,churn,102,0,rf
5,0.10184936381512731,0.09148793300236355,0.09271666367739781,0.09064765355169084,0.09298398476142633,0.0944668836140124,0.09250501679748646,0.08828861684595868,0.08878688720819418,0.08844975721041916,0.08960900378253207,0.08844127396494686,0.08916658619752321,0.0899555962099114,0.09082850552694863,platt_continuous_calibeat,churn,102,0,rf
6,0.105780576543644,0.0934281361557953,0.09450431584578252,0.09263002038968036,0.09478930174179444,0.09662225228050488,0.09442535036003537,0.09012069259547412,0.09080523407076622,0.09038326843831278,0.09133560751862134,0.09019607017179393,0.09081873577143687,0.09165455339835325,0.09238602483837083,protected,churn,102,0,rf
7,0.10371502283183984,0.09051159807680373,0.09227589593483274,0.0905952371803781,0.09300406271894936,0.09513726931343146,0.0931192599148856,0.08896701975991654,0.08947109885679985,0.08905737369945638,0.09028664114161165,0.08887818244230734,0.08960331879163232,0.09053163356113028,0.09124638605369197,va_protected,churn,102,0,rf
8,0.10385448941338675,0.09179874663597529,0.09244583085101474,0.0909931683295802,0.09298582530793374,0.09471690232336044,0.09257324013748636,0.08841882467699179,0.08906639344855448,0.08881975604348037,0.08972616191770233,0.0887162267080515,0.08941915460349906,0.09033744609877419,0.09111331387659319,protected_va,churn,102,0,rf
9,0.10408914546089242,0.09261849011569294,0.09390225602648121,0.09162311570784244,0.09376625894924775,0.09547943450550776,0.093341376545769,0.08887904394168476,0.0894643526533605,0.08921848807187285,0.09030857169651678,0.08915030432637426,0.08989044372752995,0.09083806392085038,0.09157702335099338,protected_beat,churn,102,0,rf
10,0.10404492251278445,0.09251839754583953,0.09383973831849227,0.09161204910690736,0.0937895678411976,0.09551811173924528,0.09337937766547261,0.08890295725040623,0.08963760985392105,0.08945557668530653,0.09063061377772365,0.08946724154780605,0.09016613159936326,0.09104808378934101,0.09173546901300099,platt_va,churn,102,0,rf
0,0.09975626667110248,0.09342777685902778,0.09193434609835868,0.09172380633970484,0.09291255058709343,0.0925815648980527,0.0938959129544347,0.09322590341461579,0.09212973497391778,0.09322541010730649,0.09247741054550666,0.09292404615457929,0.09305773980663833,0.09458903459705965,0.09287794431205108,base,churn,103,0,rf
1,0.10104616411048915,0.09462211319358607,0.0927574774650789,0.09272587137902623,0.09384906856089709,0.09308126662598303,0.0948722498824627,0.09420878998566719,0.09293590596276238,0.09412668832421861,0.09342863032707034,0.09378177018990165,0.09387468486511266,0.09534484250006234,0.09358961073977087,platt_const,churn,103,0,rf
2,0.1012565029199659,0.09390510724373777,0.09212836119984802,0.09242108065813888,0.093500965876387,0.09295709390344879,0.0946518387338102,0.09398665773840534,0.09271636574227947,0.09384840580030715,0.0932084031385115,0.09358661381182597,0.09366783520238596,0.09510530947057792,0.09341090871704578,platt_windowed,churn,103,0,rf
3,0.10063553145697846,0.09373105966766057,0.0923743394955512,0.0923803977321834,0.09308782468392608,0.09248271068988856,0.09430801985486573,0.09353988623484752,0.0922350053206764,0.09349731635158115,0.09281684711056828,0.09318523855908384,0.09330644309593393,0.09476379470090175,0.09307203316914756,platt_continuous,churn,103,0,rf
