,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,calibrator,dataset,seed,design,classifier
0,0.047049761904761914,0.030485317460317483,0.03485917857142856,0.02979655238095238,0.031122603174603188,0.031360265306122445,0.03297198214285715,0.03222673544973546,0.031775061904761905,0.03168975324675324,0.030756031746031743,0.03257647252747254,0.0325429149659864,0.034738711111111105,0.034405642857142864,0.03515935574229693,0.03534383333333334,0.035509330827067684,0.03556258333333334,0.03678632199546485,0.03710258874458874,0.03769819461697721,0.03812756944444445,0.03801108571428571,0.03745708974358973,0.037100072310405664,0.03741895748299319,0.03854245320197044,0.0391152523809524,0.03910792473118281,0.039153516369047625,0.03923528571428572,0.03887978991596638,0.03911994149659865,0.03946155687830689,0.03930300643500645,0.03873966416040099,0.03883463736263734,0.038212348809523795,0.03853101974448316,0.038862631519274375,0.03907755260243633,0.039141542207792215,0.03961376402116402,0.039549654244306426,0.039806717325227975,0.03951938194444445,0.03925873858114674,0.0389169638095238,0.039220806722689065,0.039822779304029304,0.03970710781671158,0.03903890740740741,0.039246548051948056,0.039922523809523804,base,credit,100,0,rf
1,0.028164731902857613,0.02226582461777731,0.018468597696981847,0.01627300475808044,0.019286216173578632,0.015690244372141435,0.017406438614839426,0.014529716070856914,0.01664054925809805,0.017385784193229503,0.016663151719981673,0.016146102352492968,0.01408081953793937,0.014282510769873458,0.013739949059467235,0.01563126684917589,0.015970540904888662,0.01503638517059982,0.01493634443424825,0.015344246363014534,0.01532723262883995,0.015756211799465,0.015530158622017353,0.01551033908257998,0.014622592841772617,0.015425735713040184,0.01574001683283669,0.01632413981821208,0.015880495252219063,0.014738921618381378,0.013549275990461584,0.013289778610359695,0.013754667874990129,0.013668045055819499,0.014244312432328052,0.012962248832675253,0.013080878497526812,0.012879896684906245,0.01196167292639396,0.012125988063555571,0.012792107265735835,0.013276699284411279,0.013412492335453434,0.013826769077463188,0.014339597415463817,0.01427558264743016,0.013949128713326351,0.013776297043564993,0.013724099966830048,0.013721968173492064,0.014188369882165878,0.014435486462278204,0.014162027980125353,0.014216163973469234,0.014901948115263897,platt_const,credit,100,0,rf
2,0.02822834031923362,0.01875708794915891,0.01627456100690344,0.015151318964589848,0.015717706429178583,0.01314751504357417,0.014548046744215984,0.013049267139312365,0.015145808543462196,0.016246763384237015,0.016202577679070258,0.01505548375200504,0.013748495195416155,0.01314052312835607,0.013569784476773691,0.015069835184180005,0.014879309811125318,0.014470090035244017,0.014228584203585432,0.014811917505559033,0.014961342112558942,0.014853476500609425,0.014683313152284166,0.014561569590550641,0.014157980005016007,0.015057224819318192,0.014742703960889936,0.015547595017267782,0.015821521382069194,0.014462797722700536,0.01356743323542317,0.013523612107103997,0.013671741095956898,0.013808840323969609,0.014067843061713228,0.01283047393175394,0.012808525233599419,0.012826723579666728,0.011906182467593644,0.01187214463637123,0.01255208329279515,0.012853181796881653,0.013047781701410367,0.01296521120899498,0.013500947930903028,0.013356534965398348,0.01315934441727992,0.013160932991730713,0.012882749750569274,0.01291376127906753,0.01337042579238135,0.01354513291811613,0.01345231881661941,0.013679283054304754,0.014479658428997911,platt_windowed,credit,100,0,rf
3,0.029309605123040094,0.025478265270188472,0.02171203143206155,0.013493556395379596,0.009803040727974192,0.009310594630643923,0.010602882781590873,0.010250852811440569,0.013599394791707622,0.015119201795393524,0.015348700669957947,0.016165205680831057,0.013885035651697025,0.01496492574443105,0.01600835206446877,0.017262905590668946,0.016869376490141783,0.016291923709848173,0.01584136839918453,0.016070859005180297,0.01634410374463112,0.01648002792954174,0.016366153219096253,0.01657027013221783,0.016579503044261028,0.017057500407302535,0.016444244195978886,0.016812852534903614,0.017024875107474375,0.015400384430764748,0.014679724788090888,0.014771081953010802,0.014372006478730544,0.01457862353804087,0.015243651627527145,0.01393534862465836,0.013881269881275781,0.013694588083315013,0.0130758320242977,0.01304454203506981,0.013600953758043077,0.013878509606554306,0.013990860858890657,0.013829110206043313,0.014359244504934122,0.01449504301458283,0.014264579834311961,0.014151408811724445,0.013975087827397408,0.013976337699293143,0.014296755270166744,0.014314992246918262,0.01418604079371859,0.01445952701984754,0.01530950590312606,platt_continuous,credit,100,0,rf
4,0.0269808226026899,0.01707046282757259,0.017867754645907535,0.01855245122066282,0.016518737038803705,0.013270530878479273,0.011459493069862298,0.010666259156576492,0.0098670432920125,0.00756680668885303,0.009281252449710325,0.00666076658254433,0.005970398531809618,0.004984203875173952,0.006135487790266257,0.007108345074768314,0.007140906980205857,0.006617687065704602,0.00755229724357649,0.006346354037745303,0.006335795799218381,0.005226426586223876,0.004757136525297661,0.004956308843888634,0.005257540613345673,0.005697524643313906,0.0064105554592044575,0.006263269352094016,0.006079854970275931,0.004682544903741983,0.004011835332264742,0.004173115054900994,0.0048371228395595765,0.005012234487085638,0.005212545788055224,0.004448713677471089,0.005375696535118474,0.004732404316267598,0.004583589968858564,0.004352937822604061,0.004953606762428462,0.005486419778267043,0.005381770908610963,0.005161586450541333,0.005813483888846224,0.005086740443607013,0.004564188568019991,0.004692030048849084,0.0046646571669613805,0.004487384895942992,0.003872625306085317,0.003859255335129156,0.0042527958705138175,0.004316792842272167,0.004602232170485753,platt_continuous_beat,credit,100,0,rf
5,0.030400000000000024,0.025,0.02380000000000003,0.019040000000000005,0.02220000000000002,0.019000000000000017,0.021200000000000024,0.018555555555555554,0.019419999999999986,0.019036363636363626,0.01825,0.019261538461538472,0.017171428571428584,0.017933333333333353,0.01903750000000001,0.020788235294117646,0.020722222222222208,0.02044210526315787,0.02023999999999999,0.020228571428571436,0.020099999999999996,0.01993913043478263,0.019858333333333356,0.020200000000000006,0.020092307692307698,0.020570370370370374,0.020342857142857152,0.02077241379310344,0.021013333333333335,0.019587096774193558,0.018718749999999992,0.01873939393939394,0.018305882352941175,0.018405714285714296,0.019083333333333334,0.01793513513513512,0.017863157894736827,0.01766153846153846,0.016900000000000005,0.01670243902439025,0.017357142857142852,0.017818604651162775,0.018040909090909083,0.01788444444444445,0.018443478260869568,0.018574468085106387,0.018370833333333336,0.018269387755102045,0.018115999999999993,0.018117647058823527,0.018403846153846153,0.018354716981132065,0.018129629629629624,0.01833454545454546,0.019235714285714283,platt_continuous_calibeat,credit,100,0,rf
6,0.04436995300042319,0.03012288550753514,0.03390441116581252,0.029791388536417742,0.0312636134811656,0.03147758975396692,0.03312722641968729,0.032628977293148044,0.03264894617722527,0.032587693327725986,0.031109510305621587,0.03294993742630287,0.032663229339405124,0.034853832938518445,0.03435656588050668,0.03525235517162444,0.03549014997731501,0.035576239016010106,0.03558898697101223,0.036589212054209785,0.03669081099974466,0.037418500289982726,0.03773540278186826,0.037313937137607715,0.03684692479024904,0.03655627425004246,0.036728356994888356,0.03761768272124556,0.03828645670486682,0.03812645504714691,0.03834353391376631,0.03830263865245822,0.03785418855033189,0.037972940053709124,0.03820855405939299,0.0378453147180836,0.03734044306416043,0.03742953217958105,0.03698175694077188,0.03733041625996761,0.03762011919160992,0.03782596655770548,0.037845204669218674,0.0382051450782775,0.038170370250970476,0.03814900295022883,0.037885531010345794,0.03765124958094707,0.0374054278617877,0.0377541220161463,0.038380509781997287,0.03831425102881461,0.037538403716035895,0.03781665642734176,0.038517230951385525,protected,credit,100,0,rf
7,0.022228253178388797,0.01966039056904426,0.021612798558341677,0.019269558895166315,0.016025418132179624,0.013578985006878258,0.013816561170044414,0.009119931834326274,0.010443797686541793,0.009384550835999327,0.009896165544074067,0.012085825267605795,0.013126393420312688,0.011729919622524643,0.010929312163308136,0.0117837173858063,0.010395275653137777,0.010728015370395375,0.008817159593857737,0.009761291953049435,0.007433777782244649,0.0074240044944992485,0.008184411659828967,0.008113256589487331,0.00854091915804934,0.007760366179101436,0.00802624308846548,0.008645403311988004,0.008335598238454098,0.008114347763153978,0.008396058673112026,0.008456210550033278,0.009003809831669225,0.00919199493581834,0.009189248423080982,0.00910217127709215,0.00865452680492319,0.008810177730482661,0.009339727833237962,0.009433609479668934,0.009598755722387716,0.009084494122234084,0.009193589565988907,0.009417885207567466,0.009402274515400608,0.00923631740440853,0.008627052217263495,0.008782740776685498,0.008922327820393672,0.009040952661214956,0.009046292791977705,0.008721793673684721,0.007798919062118144,0.008032195780545438,0.009040327735038675,va_protected,credit,100,0,rf
8,0.03233552822809985,0.01572306064702285,0.01259559515835139,0.013615126963788015,0.012484721180012462,0.010080929088350498,0.011077397551223899,0.011887014644135168,0.007937432214450361,0.007257299009462424,0.007732934261329819,0.006088282093153678,0.007078794761843284,0.006929304815751982,0.005184033415326207,0.00494884781951362,0.004471487441454851,0.004905358949092739,0.004211036995603945,0.004096401620516745,0.004521288883860047,0.005363269733996293,0.0052223255746614025,0.004918711661463743,0.004215205002947396,0.0034967359797503927,0.004161063544879915,0.004127370955978675,0.004159456254546516,0.004048505729913791,0.0037031997086103665,0.003505166175228388,0.0036115315513473053,0.0035520538795707148,0.0034374744361620945,0.0033693140657456624,0.0037395052753291143,0.00376387991314987,0.004241526183217167,0.00458734633068533,0.00524887788726016,0.005241438810632347,0.00475886965584211,0.004865495947395784,0.004621012437978263,0.0038283994182312046,0.0035429953747182358,0.0032457463763700045,0.003352447011936498,0.003368179348353833,0.003779553857561204,0.0037991264518965656,0.0036082988955202064,0.0034200699241716676,0.0035466776433923726,protected_va,credit,100,0,rf
9,0.025540192470812847,0.016120728891717624,0.017649683405760293,0.01838480860335709,0.01627174774633034,0.012951517532947278,0.011275079557114093,0.01050293862884637,0.009720925565198655,0.007195771016239874,0.009214546692454133,0.006600009481673583,0.0058130351864062076,0.004751278157748576,0.005916424210401978,0.006902191645738209,0.006946308168129079,0.006577182979057607,0.007308405861400346,0.006179814582269774,0.0061761040158452955,0.005073692430280615,0.004611025363771457,0.004859600579248624,0.005122679323212404,0.005566296824787773,0.0062363044839427685,0.006140165770766185,0.0059608692989882245,0.004567548292350949,0.003900466313660512,0.004025518685244423,0.0048147569814269665,0.004990576310040204,0.005191520618965564,0.004428357086667773,0.005355861067143637,0.0047131204231083005,0.004532547568453176,0.004334780664434424,0.0049359483263589675,0.005469169238138314,0.005364930221643453,0.005145272180154851,0.005797478470017884,0.005071310078561677,0.004549124662481715,0.00465131343507562,0.00462478733509673,0.004448345971236957,0.003852974809719191,0.003845673970702978,0.00423279196996011,0.004303708144667942,0.004589370237031222,protected_beat,credit,100,0,rf
