,0,1,2,3,4,5,6,7,8,9,10,calibrator,dataset,seed,design,classifier
0,0.05615000000000001,0.045166666666666674,0.045425000000000014,0.042140000000000025,0.041466666666666666,0.04128571428571428,0.0372875,0.03916666666666665,0.03967999999999999,0.039881818181818185,0.03870000000000001,base,fetal,100,0,rf
1,0.0437719383690014,0.027534946717805178,0.030338930914110565,0.02658495221724301,0.026612754808331723,0.026384745500520033,0.022091452649675363,0.02091486354326655,0.021790623273536744,0.019889986157531573,0.019550523843584185,platt_const,fetal,100,0,rf
2,0.04620736587633356,0.030078052602218196,0.032068808257968116,0.029293732524006265,0.028962577508678807,0.028271201247281955,0.026125721701447065,0.023246547411765232,0.02316651069416204,0.021069489351262148,0.021905144320544013,platt_windowed,fetal,100,0,rf
3,0.0387169869332948,0.026261896508368222,0.03415698086551298,0.026693975610675488,0.024359893977623327,0.02370194614259256,0.023643405262974843,0.021948732707095905,0.01996107596954362,0.019502379506523594,0.020322659513306963,platt_continuous,fetal,100,0,rf
4,0.031526534821006084,0.02802458065474262,0.028051974029993473,0.023303698783287786,0.022264419727819743,0.02365872616639284,0.026291707293976917,0.02151623307207925,0.02056136055685005,0.020147509200637584,0.02188534121096377,platt_continuous_beat,fetal,100,0,rf
5,0.04300000000000001,0.04133333333333329,0.03199999999999997,0.038600000000000016,0.03616666666666668,0.03642857142857142,0.04425000000000003,0.046222222222222206,0.04629999999999998,0.04645454545454543,0.04466666666666664,platt_continuous_calibeat,fetal,100,0,rf
6,0.056149336264381546,0.0450914623512716,0.04675802067413338,0.04680019676646355,0.04549705314085892,0.04225069271562736,0.038215071948302176,0.038579199459762493,0.03825655575195057,0.03732472573740052,0.035888757275771586,protected,fetal,100,0,rf
7,0.04850816684108652,0.045431523404192514,0.035687161516735746,0.033018430334561005,0.034588970546456856,0.03282135637310732,0.03048757080390893,0.0279070902788267,0.027154715967431024,0.02506217111655645,0.022063294610030985,va_protected,fetal,100,0,rf
8,0.0357962538075979,0.026008536128070102,0.021158216721835724,0.016744616534594827,0.022444594609908358,0.021674795138812004,0.01589955699461176,0.016273832237588128,0.01716461678292832,0.016169359902866453,0.015617325753205194,protected_va,fetal,100,0,rf
9,0.03441183030244745,0.03181698182533141,0.02806091627079712,0.023573770095459076,0.022981104839377712,0.023619610452047815,0.02621414869231499,0.024093171527636886,0.02286455167483961,0.02223185286420129,0.02376877154979927,protected_beat,fetal,100,0,rf
10,0.02612154374802973,0.028966067454778557,0.024630966494942265,0.012424595854076325,0.016055528249507633,0.018031389482822593,0.02398502877637733,0.020119411009648924,0.01870323986274147,0.018204333520806783,0.018514429461021102,platt_va,fetal,100,0,rf
