,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,calibrator,dataset,seed,design,classifier
0,0.028,0.03638,0.030684999999999994,0.030436,0.031640000000000015,0.02863142857142856,0.03065999999999999,0.03296222222222222,0.030933999999999986,0.028621818181818158,0.02767499999999999,0.02855846153846152,0.029517142857142863,0.029357333333333326,0.02900124999999999,0.02809058823529413,0.028565555555555552,0.029581052631578963,0.029672000000000014,base,bank,100,0,rf
1,0.03639681408456182,0.04041669429437454,0.04165875335152483,0.045484649513335244,0.047585693309119034,0.046394552865528,0.04492392678906836,0.043753295170711144,0.04235515362820489,0.037537573127317106,0.03611563423520378,0.03583901655426887,0.03459293463966678,0.035208947851836786,0.03512698940776373,0.03639033603276826,0.03776339698113513,0.03651310655666916,0.03724586801397409,platt_const,bank,100,0,rf
2,0.031073112095783686,0.039612683263858015,0.038364953378157006,0.03878716815575013,0.038049785013622224,0.03634061978218167,0.03568001864016193,0.03688159767157666,0.03654652260176992,0.031152836356755892,0.0292872185229136,0.02912762724397916,0.028384341465924803,0.02914791357050689,0.028865735386781624,0.030340148826055364,0.03172895502096886,0.030599177044238767,0.03104173784933368,platt_windowed,bank,100,0,rf
3,0.04025477908535865,0.044282110552330604,0.04393444196737137,0.04159300749344875,0.042262040876059566,0.037288465019380164,0.03642579260664574,0.03619830360823384,0.03395652226579779,0.028747450520885336,0.028913837669122994,0.029323208424815245,0.026577189642069503,0.027723418534730808,0.02712277759694283,0.028182707462695702,0.028646584007741453,0.027935564292838312,0.027999087620817476,platt_continuous,bank,100,0,rf
4,0.033209181965552316,0.03564920213226098,0.032490979386971736,0.02525044797900143,0.023903914112169158,0.02053949320596697,0.02052838695438579,0.0193842451423135,0.01702782963723414,0.013652251853171347,0.015046062542773027,0.013642065780808585,0.008690148685899155,0.008665977918412695,0.007834810631643006,0.007985362578629477,0.00780976729427771,0.006930116132850009,0.006151503982962588,platt_continuous_beat,bank,100,0,rf
5,0.02590000000000003,0.02773333333333334,0.03510000000000002,0.03248000000000003,0.0326666666666667,0.02862857142857147,0.02822500000000001,0.027933333333333383,0.026280000000000026,0.0228545454545455,0.02313333333333335,0.023584615384615388,0.02197142857142859,0.022333333333333358,0.0220875,0.02334117647058822,0.023811111111111075,0.023631578947368448,0.024510000000000042,platt_continuous_calibeat,bank,100,0,rf
6,0.03201212843200604,0.03744649188129133,0.031316376799513636,0.03248436300093569,0.033459780261720425,0.03023578819369094,0.031252991538605716,0.03318807892510082,0.030839253688409663,0.02846059320569657,0.028667543144884955,0.029377887492653486,0.02931199545777104,0.029178359817669464,0.029258261198300127,0.02851068734293014,0.028142707867558917,0.02963833369342914,0.02884354563040091,protected,bank,100,0,rf
7,0.04969593052533541,0.03687991603290037,0.03196851804404249,0.023508241248722358,0.023349013735959854,0.023204379004265873,0.02064376488438825,0.017568112368931268,0.017703195896367395,0.0142368554956492,0.013835444254853547,0.015638141847408398,0.015325373311858964,0.015368191362954864,0.014102349563694598,0.013303554395176007,0.011679174807632269,0.010355009164273466,0.010727228523453926,va_protected,bank,100,0,rf
8,0.021952601276073118,0.01973652964334301,0.016267273630623354,0.01799459251146265,0.017363642135530176,0.013846292643229374,0.012575738648142461,0.010520073229662311,0.009123080858034777,0.008124903991160828,0.007386180163869964,0.008862052866403972,0.008124068598207487,0.007836172191565512,0.007125794418242267,0.006612132940925927,0.006087518541792458,0.006607267838951179,0.006995171041390364,protected_va,bank,100,0,rf
9,0.03345734484702262,0.035282922306287844,0.03172093889526779,0.024794156561953017,0.023658434516826907,0.020332447409354335,0.020449266170984578,0.01931240596879102,0.01712342168936413,0.014254467068361618,0.015594052277771088,0.014239719154353054,0.008972442760233108,0.00886010980084707,0.007594376171363418,0.007970562442005336,0.007795842481012436,0.006918807189609895,0.006140006955061856,protected_beat,bank,100,0,rf
10,0.0317619580187022,0.03351803574984562,0.028395475569728157,0.02443724022896057,0.022485215486083447,0.019995059737872918,0.018760035603041812,0.01755543574155126,0.015262561400610969,0.011851001534327277,0.013408078332243837,0.012512274565489161,0.007523561502804361,0.007777180995867447,0.007193547490511736,0.0072641721620983766,0.007147367378275286,0.006303754696318771,0.005359883103831467,platt_va,bank,100,0,rf
0,0.05341,0.05242000000000001,0.045315,0.048752000000000004,0.04322666666666667,0.04328285714285715,0.04273750000000001,0.03901333333333336,0.038195999999999994,0.03706000000000001,0.03584166666666669,0.035467692307692325,0.03539571428571427,0.032329333333333335,0.0327075,0.03478470588235294,0.03582444444444445,0.034458947368421075,0.034227000000000014,base,bank,101,0,rf
1,0.045194975505445156,0.03987535090199118,0.04249473169698056,0.04782242994692821,0.04286635050152766,0.04287982378746749,0.043415258467128556,0.04226054250407657,0.0430927261001582,0.04044982169576499,0.04095920745462442,0.04249313061408531,0.043705318314251736,0.040466839155721794,0.03967882422488098,0.04126657681808089,0.04203967938455546,0.0419381797150499,0.042186616820448296,platt_const,bank,101,0,rf
2,0.04530033235180914,0.0387681122982962,0.039172878133683565,0.041710299909345924,0.0380996589690068,0.03754009457550124,0.03725222550085968,0.034928774543297764,0.03337312242734725,0.030964040250701517,0.030218381984644764,0.030452809766203664,0.030559379084087596,0.027830889253570815,0.026495268306323004,0.02732610565855105,0.028851416494727663,0.028290644095877397,0.02890549489860199,platt_windowed,bank,101,0,rf
3,0.04054514820875398,0.024905866720369766,0.026222154458195243,0.028983027756702303,0.026783266908898255,0.026944680897836835,0.027037410325629285,0.02795340148706179,0.02631638244776123,0.026181483480278628,0.026303584307997032,0.02702747097876723,0.026928790844648557,0.024051050643330667,0.024743102941224664,0.026404576736158997,0.026368886541373534,0.0251711310651736,0.024853152613265865,platt_continuous,bank,101,0,rf
4,0.018474338380772514,0.02450912281546577,0.017475591565706217,0.013951256896553679,0.012429890104765591,0.009766074290020415,0.008090489595473791,0.010703357905774135,0.011611245942346722,0.01533887183201345,0.014817168038285783,0.014961882960182422,0.013254459412850712,0.010388245021854016,0.010494254015579537,0.0098583759910406,0.007786194420906004,0.005907821621422635,0.0051145766249632236,platt_continuous_beat,bank,101,0,rf
